"Время","Rambler, Визиты","Rambler, Доля","Mail.ru, Визиты","Mail.ru, Доля","Google, Визиты","Google, Доля","Яндекс, Визиты","Яндекс, Доля","Остальные, Визиты","Остальные, Доля"
"2016-01-24 - 2016-01-24","1045031","0.0076550693218484425","8428369","0.06173955506115937","34645947","0.25378876416688795","88312313","0.6469060515791182","4083237","0.0299105598709861"
"2016-01-25 - 2016-01-25","1394714","0.008164499640234675","10273479","0.06013979611551793","43333350","0.25366858042950974","110697387","0.648010112708712","5127705","0.03001701110602571"
"2016-01-26 - 2016-01-26","1335438","0.007938176572241195","10173635","0.06047462406456387","42547605","0.25291357683095156","109044038","0.6481849608848771","5129102","0.030488661647366223"
"2016-01-27 - 2016-01-27","1323011","0.007947621441153942","10168384","0.06108374510891194","42404067","0.25473066518821713","107993601","0.648741589310311","4577220","0.027496378951406032"
"2016-01-28 - 2016-01-28","1277089","0.00777044566004064","10006124","0.060882242983557516","41865017","0.2547276185568724","106592201","0.6485600499688193","4611661","0.028059642830710062"
"2016-01-29 - 2016-01-29","1209062","0.00780271962269351","9501630","0.061319067879540785","39358168","0.2539991743739095","100448410","0.648246971433527","4436651","0.028632066690329184"
"2016-01-30 - 2016-01-30","937320","0.007500704001231711","7781084","0.06226647024785566","31712191","0.25377006563556126","80704437","0.6458200972165884","3829238","0.030642662898762982"
"2016-01-31 - 2016-01-31","993598","0.007369599346133651","8347324","0.06191279923305577","34068336","0.2526876933221097","87410721","0.6483326177454777","4003904","0.02969729035322325"
"2016-02-01 - 2016-02-01","1319415","0.007787025009121056","10288175","0.06071954314845141","42902630","0.2532060441688682","110396965","0.6515493058560513","4530437","0.02673808181750804"
"2016-02-02 - 2016-02-02","1351129","0.008002509432642255","10227408","0.060575214499489584","42658890","0.25266141842196294","110058034","0.6518551931185415","4542703","0.026905664527363607"
"2016-02-03 - 2016-02-03","1331092","0.007836404422454995","10375899","0.06108498947521761","42918608","0.2526704161221105","110672701","0.651552292074056","4561744","0.02685589790616091"
"2016-02-04 - 2016-02-04","1302652","0.007784020354860793","10237011","0.0611714425625062","42311190","0.25283127358525714","108992347","0.6512857214145071","4506311","0.02692754208286871"
"2016-02-05 - 2016-02-05","1190714","0.007621412857507076","9594538","0.06141183800227445","39575286","0.25330985741321577","101558215","0.6500444990035121","4313959","0.027612392723490583"
"2016-02-06 - 2016-02-06","907076","0.007286304704649082","7799961","0.06265505043720632","31691419","0.2545688953921229","80286561","0.6449209847183649","3805522","0.030568764747656848"
"2016-02-07 - 2016-02-07","999756","0.007347009557977677","8491239","0.06240043979938385","34405660","0.25284040592757656","88317102","0.6490249546158157","3862832","0.028387190099246243"
"2016-02-08 - 2016-02-08","1349714","0.007784568385140712","10508191","0.060606714788184884","43489883","0.250830893267217","113374837","0.6538971750909315","4660655","0.026880648468525913"
"2016-02-09 - 2016-02-09","1344667","0.007874964491659212","10281846","0.060215036257086914","42774727","0.2505077140031075","111761746","0.6545261996284849","4589149","0.026876085619661504"
"2016-02-10 - 2016-02-10","1300988","0.007754721187544517","10086446","0.06012167406864909","41946707","0.25002922203788347","109818727","0.6545899032551162","4614350","0.027504479450806654"
"2016-02-11 - 2016-02-11","1309514","0.007829921407563136","10206592","0.061027841778753526","42272102","0.25275578297940493","108835457","0.650755222675143","4621181","0.02763123115913539"
"2016-02-12 - 2016-02-12","1238142","0.007838205131790855","9714680","0.06149993670330704","40036962","0.2534587478736005","102563298","0.6492891515811553","4409357","0.027913958710146278"
"2016-02-13 - 2016-02-13","948378","0.007592818413815593","7781672","0.062300920573730316","31823824","0.25478502966667993","80655846","0.6457395602709834","3694887","0.029581671074790702"
"2016-02-14 - 2016-02-14","995714","0.007319579676051441","8468879","0.06225546151539383","34193173","0.25135697012446434","88544399","0.6508975301628674","3832149","0.028170458521222814"
"2016-02-15 - 2016-02-15","1368981","0.007797982979563727","10677178","0.060819289905245044","44095549","0.2511768538617543","114650258","0.6530702474954656","4763816","0.02713562575797133"
"2016-02-16 - 2016-02-16","1352856","0.007791758911118429","10530395","0.060649691525814245","43786431","0.252187456706643","113182872","0.6518754778719809","4773968","0.02749561498444345"
"2016-02-17 - 2016-02-17","1321197","0.007777939534012412","10373816","0.061071069329532615","42972396","0.25298021242830315","110544110","0.6507775929109866","4653134","0.02739318579716523"
"2016-02-18 - 2016-02-18","1314486","0.007877964080344366","10207721","0.061176809323322486","42343075","0.2537700849619757","108415375","0.6497539190277147","4575397","0.027421222606642724"
"2016-02-19 - 2016-02-19","1266054","0.007952577573912649","9731136","0.0611250498969981","40305204","0.253172662021031","103319869","0.6489922808576827","4578196","0.028757429650375567"
"2016-02-20 - 2016-02-20","1126571","0.007982021638240522","8712269","0.06172848375838905","35881604","0.2542296398032416","91094138","0.6454234847451853","4323973","0.03063637005494353"
"2016-02-21 - 2016-02-21","908904","0.007424523099224259","7694166","0.06285098667875366","31408544","0.25656555636349","78574844","0.6418507832465724","3832718","0.031308150611959684"
"2016-02-22 - 2016-02-22","957696","0.007485982367166621","7908762","0.06182008996395246","32798913","0.25637789484369994","82287042","0.6432096881038442","3979494","0.031106344721336797"
"2016-02-23 - 2016-02-23","950596","0.007201490631500052","8211001","0.06220460298248421","33931409","0.2570563352119056","84959294","0.6436315320071393","3947594","0.029906039166970846"
"2016-02-24 - 2016-02-24","1359900","0.007909579644433016","10413185","0.06056615641570352","43520065","0.253125538825209","111782232","0.6501584431476498","4855373","0.02824028196700468"
"2016-02-25 - 2016-02-25","1336116","0.007882469649345036","10243819","0.060433818890638244","42863729","0.25287627938012164","110190106","0.6500709266284607","4870974","0.028736505451434448"
"2016-02-26 - 2016-02-26","1239423","0.007874330007427743","9524966","0.06051422766362171","39892995","0.2534490707487798","102149983","0.6489815635139365","4593072","0.029180808066234173"
"2016-02-27 - 2016-02-27","965285","0.0076079411651814284","7824768","0.06167129353009148","32166043","0.25351824866303313","81911214","0.6455872585615495","4011300","0.03161525808014448"
"2016-02-28 - 2016-02-28","1017006","0.00720841945229207","8645936","0.061281382062320464","35824992","0.2539233487422963","91410968","0.6479102383703222","4186950","0.02967661137276897"
"2016-02-29 - 2016-02-29","1350158","0.0077848064495766285","10279145","0.0592679925550442","44657556","0.25748870130098067","112323164","0.6476383442116059","4824989","0.027820155482792597"
"2016-03-01 - 2016-03-01","1308175","0.007825220965774305","9983466","0.05971894238484525","42709654","0.2554799471949597","108430089","0.6486054279921063","4742809","0.028370461462314346"
"2016-03-02 - 2016-03-02","1281448","0.007769456284057852","9862837","0.059798665968723116","42080402","0.25513469431032754","106974300","0.6485882746453151","4735077","0.02870890879157625"
"2016-03-03 - 2016-03-03","1254888","0.007828248348023557","9543223","0.05953257954858952","41087428","0.25631179066620835","103748190","0.6472024570941264","4668799","0.029124924343052156"
"2016-03-04 - 2016-03-04","1130594","0.008029413005248044","8446288","0.05998504742928982","36268246","0.2575749792674783","90616740","0.6435548310438413","4344689","0.030855729254142615"
"2016-03-05 - 2016-03-05","907568","0.00773508437181383","7197658","0.06134470575148176","30277415","0.258050481710926","75006039","0.6392667437156871","3942684","0.03360298445009128"
"2016-03-06 - 2016-03-06","919084","0.007685745140569382","7332881","0.0613204609286241","30745322","0.2571045836471323","76585731","0.6404402751763755","3999922","0.03344893510729875"
"2016-03-07 - 2016-03-07","903888","0.007476953962503608","7326593","0.060605515907945676","31189125","0.25799618067257263","77248917","0.639002394170807","4221348","0.034918955286171165"
"2016-03-08 - 2016-03-08","857346","0.007172668654291988","7267036","0.06079697266542496","30666913","0.2565634010061276","76998119","0.6441763239004373","3740156","0.03129063377371809"
"2016-03-09 - 2016-03-09","1317973","0.007981173008185714","9853410","0.05966872608967498","42009664","0.2543954970244088","107147738","0.6488483712593163","4806465","0.029106232618414295"
"2016-03-10 - 2016-03-10","1280700","0.007845675471582712","9761781","0.05980148805392531","41715557","0.2555529962819634","105892689","0.6487074823980918","4585696","0.028092357794436598"
"2016-03-11 - 2016-03-11","1223510","0.008023842086254817","9233001","0.06055049979667744","39171246","0.2568870644505077","98381912","0.6451936854065907","4474638","0.029344908259969337"
"2016-03-12 - 2016-03-12","948561","0.0076925972729424315","7597785","0.06161617457538621","31668026","0.2568199308711512","78965844","0.6403936449105514","4128072","0.03347765236996884"
"2016-03-13 - 2016-03-13","977388","0.007203187288109442","8273926","0.060977460932565376","34938428","0.25749041367003384","87235680","0.6429124782027027","4262845","0.03141645990658868"
"2016-03-14 - 2016-03-14","1352703","0.007853005211929366","10299389","0.05979224966359059","43962071","0.25521816148127774","111678563","0.6483406463205761","4960184","0.02879593732262636"
"2016-03-15 - 2016-03-15","1337537","0.007949729996598738","10001800","0.0594462878260424","43016349","0.2556702057509139","109082151","0.6483361939880639","4811525","0.028597582438380956"
"2016-03-16 - 2016-03-16","1312969","0.00789059494898051","9917069","0.05959895059220073","42558572","0.2557657136299664","107814021","0.6479336294549823","4794074","0.028811111373870057"
"2016-03-17 - 2016-03-17","1293057","0.007997755976843676","9487733","0.05868308458749071","40997717","0.25357717113297834","105114198","0.650147445399259","4784771","0.029594542903428306"
"2016-03-18 - 2016-03-18","1253203","0.00806462931614057","9314564","0.05994121136118216","39755456","0.2558348614982062","100336759","0.6456885022761126","4735009","0.03047079554835844"
"2016-03-19 - 2016-03-19","959043","0.007612043341333055","7670922","0.060885060140145164","32485537","0.25784173974522373","80783128","0.6411857149100257","4091588","0.032475441863272274"
"2016-03-20 - 2016-03-20","1029917","0.007343872430392109","8463973","0.0603527643162344","35840598","0.25556309832827945","90546912","0.6456490869593767","4360279","0.031091177965717306"
"2016-03-21 - 2016-03-21","1353240","0.007848661902150042","10183142","0.05906124461262155","44074694","0.25562898794502165","111798728","0.648421874288696","5006847","0.029039231251510624"
"2016-03-22 - 2016-03-22","1315615","0.007820408796806257","9980987","0.0593299700410902","43247843","0.2570781055552695","108852639","0.6470526222270009","4831334","0.028718893379833122"
"2016-03-23 - 2016-03-23","1327168","0.007981843586422614","9912600","0.05961628274248084","42683233","0.25670517189145015","107460913","0.6462905971362845","4889452","0.029406104643361825"
"2016-03-24 - 2016-03-24","1295442","0.007921558009506528","9708592","0.05936751681559729","41858942","0.2559651742567936","105783206","0.6468586032879735","4887557","0.029887147630129098"
"2016-03-25 - 2016-03-25","1217191","0.008010937709240155","9080049","0.059760306259123146","39199460","0.25799108956264966","97895902","0.6443014883546451","4548537","0.02993617811434203"
"2016-03-26 - 2016-03-26","861675","0.007160998374355512","7322540","0.060854379013146734","31214114","0.2594066435848175","77092899","0.640684857299276","3837664","0.03189312172840418"
"2016-03-27 - 2016-03-27","1003802","0.0076268467723416685","7952224","0.0604206745427265","34288832","0.2605251510423029","84258246","0.6401907264064729","4111183","0.031236601236156073"
"2016-03-28 - 2016-03-28","1342170","0.007930134836753179","10001408","0.059092748308621074","43685755","0.2581147899262868","109345858","0.6460637607609069","4874138","0.02879856616743219"
"2016-03-29 - 2016-03-29","1347863","0.008082443547043449","9904220","0.05939053080876815","43146024","0.2587245908963906","107541748","0.6448727408945661","4824440","0.02892969385323159"
"2016-03-30 - 2016-03-30","1319772","0.00811078034442012","9625423","0.05915392331033645","42184294","0.25924746290907796","104853130","0.6443845647997741","4735633","0.0291032686363912"
"2016-03-31 - 2016-03-31","1277901","0.008007086331649284","9479378","0.059395992347088644","41371594","0.25922659488954425","102874484","0.6445920886765664","4592899","0.02877823775515135"
"2016-04-01 - 2016-04-01","1212302","0.008161416516353142","8824879","0.059410537329327176","38415232","0.2586176620382856","95764521","0.6447025109007882","4323702","0.029107873215245963"
"2016-04-02 - 2016-04-02","940658","0.007729276903515558","7370172","0.060559842381117335","31658546","0.260134574305098","77948012","0.6404897091467394","3783259","0.03108659726352975"
"2016-04-03 - 2016-04-03","1008160","0.007491533978077662","8096289","0.06016269653610183","34829448","0.25881407031591125","86561627","0.6432306081060395","4077716","0.030301091063869755"
"2016-04-04 - 2016-04-04","1359627","0.00805300325094162","9894494","0.058604596958152746","43784116","0.25933114632734194","109023626","0.6457415266153461","4772913","0.028269726848217575"
"2016-04-05 - 2016-04-05","1289503","0.007816853399817148","9676765","0.058659695548968556","43080216","0.2611484679791029","106227716","0.6439430408222474","4690260","0.028431942249864003"
"2016-04-06 - 2016-04-06","1243415","0.007722221060859895","9363940","0.05815469065487258","41961152","0.2605994713851315","103931992","0.6454689846266306","4517295","0.028054632272505237"
"2016-04-07 - 2016-04-07","1238697","0.007618446932748146","9573271","0.05887917471852824","42143307","0.25919700132479007","104995170","0.6457593187356312","4641355","0.028546058288302364"
"2016-04-08 - 2016-04-08","1126473","0.007714288660959276","8635446","0.05913707932646955","38250145","0.2619438369615145","93746482","0.6419926825564598","4265676","0.02921211249459696"
"2016-04-09 - 2016-04-09","829721","0.007511388853962262","6686882","0.06053573541294108","29182889","0.2641900435941936","70349634","0.6368688471280401","3412603","0.030893985010862903"
"2016-04-10 - 2016-04-10","887277","0.00700415147837607","7594758","0.05995290701055982","33259812","0.26255246263603155","81222896","0.6411723363688969","3713985","0.029318142506135684"
"2016-04-11 - 2016-04-11","1250454","0.0075233794080713425","9688087","0.05828855298907729","43198198","0.2599027499604053","107430845","0.6463596478276723","4641500","0.027925669814773783"
"2016-04-12 - 2016-04-12","1227095","0.007571345553102528","9466480","0.05840948846791326","42353293","0.2613256647731418","104509314","0.6448368951154522","4514746","0.027856606090390253"
"2016-04-13 - 2016-04-13","1243056","0.007857415980573854","9263945","0.05855783607991695","41460816","0.2620757859710521","101687599","0.6427721401198224","4546212","0.028736821848634832"
"2016-04-14 - 2016-04-14","1160373","0.007431912404740299","9099886","0.05828260020279909","40900886","0.2619604230952193","100515007","0.6437746546893611","4457685","0.028550409607880193"
"2016-04-15 - 2016-04-15","1101710","0.007680791516612445","8431269","0.0587802773955737","37672642","0.2626423551406248","92036254","0.6416491444608728","4195165","0.029247431486316228"
"2016-04-16 - 2016-04-16","840887","0.007588944431001814","6625908","0.059798341057633625","29134201","0.26293405942848147","70761086","0.6386136895104104","3442129","0.03106496557247269"
"2016-04-17 - 2016-04-17","882132","0.007278627074154003","7253851","0.059852806927397584","32103187","0.2648890710968753","77363740","0.6383418950018942","3591924","0.02963759989967889"
"2016-04-18 - 2016-04-18","1224542","0.007475519885650751","9508376","0.05804623595454002","42793167","0.2612414852887639","105678547","0.6451408604892095","4602303","0.028095898381835908"
"2016-04-19 - 2016-04-19","1201818","0.007443196911841682","9348194","0.05789599482791649","42185384","0.261265948682459","104230148","0.6455266235939231","4499753","0.02786823598385974"
"2016-04-20 - 2016-04-20","1173264","0.007350162177443321","9255896","0.057985531557730334","41691598","0.2611858939989394","103117413","0.6460009928442382","4386062","0.02747741942164884"
"2016-04-21 - 2016-04-21","1189509","0.007478442679754892","9246004","0.05812962401359254","41358354","0.2600199575774639","102825708","0.6464651913379504","4438808","0.02790678439123828"
"2016-04-22 - 2016-04-22","1126288","0.007696206481436553","8541201","0.058364154190981676","38044038","0.2599643890688869","94381635","0.6449332240204807","4250105","0.029042026238214294"
"2016-04-23 - 2016-04-23","848178","0.00757634806799453","6651187","0.059411712844851354","29414013","0.2627406046425585","71503435","0.6387042715293517","3533957","0.03156706291524391"
"2016-04-24 - 2016-04-24","893242","0.007214740148619243","7342981","0.05930945906176409","32518040","0.26264910152277493","79438219","0.6416246750086853","3615442","0.02920202425815653"
"2016-04-25 - 2016-04-25","1235115","0.007593581968447971","9417500","0.0578995139625531","42709141","0.26257908209802483","104696150","0.6436799786302685","4594582","0.028247843340705615"
"2016-04-26 - 2016-04-26","1201989","0.007594824222724391","8980858","0.056745975112291486","41530156","0.2624102506448251","102134690","0.6453428588717922","4416536","0.027906091148366823"
"2016-04-27 - 2016-04-27","1155085","0.0074863187546632525","8907078","0.05772841399606821","40561395","0.26288587602107577","99341934","0.6438533818971929","4327297","0.028046009330999908"
"2016-04-28 - 2016-04-28","1094976","0.007539711394178967","8354658","0.057527936792284455","38526646","0.2652841631466804","93114562","0.6411619287321219","4136998","0.028486259934734276"
"2016-04-29 - 2016-04-29","1029249","0.0077951398450582954","7771566","0.05885888039250008","34915794","0.2644389229732041","84424606","0.6393998052307533","3896057","0.029507251558484184"
"2016-04-30 - 2016-04-30","725420","0.007756231632583901","5656546","0.06048010947639428","25213111","0.2695800075736113","58983715","0.6306572138765316","2948585","0.03152643744087894"
"2016-05-01 - 2016-05-01","698255","0.007967454269222397","5337960","0.06090891177426354","23614234","0.26945074435230204","55168495","0.6295013440853621","2819463","0.03217154551884997"
"2016-05-02 - 2016-05-02","748080","0.0074275922203021","6072917","0.06029722899120463","27423573","0.2722852067528696","63353725","0.6290311663687822","3118058","0.03095880566684141"
"2016-05-03 - 2016-05-03","852811","0.007378365753037257","6887943","0.05959323078627352","30963570","0.26789117926454026","73437469","0.6353676327572407","3440848","0.0297695914389082"
"2016-05-04 - 2016-05-04","1176936","0.0077903985272288045","8818110","0.058369011702370896","39664758","0.26254976677243874","97162248","0.6431383131465431","4253146","0.028152509851418497"
"2016-05-05 - 2016-05-05","1147692","0.007817063607509209","8549015","0.05822833481156124","38608234","0.2629651691844151","94460593","0.6433820780174813","4053279","0.027607354379033156"
"2016-05-06 - 2016-05-06","1035688","0.007965061300228072","7634027","0.05871024190933583","34753685","0.26727666192310506","82942288","0.6378758934169086","3663192","0.0281721414504224"
"2016-05-07 - 2016-05-07","717829","0.007718967303257166","5612519","0.06035260577367256","25359060","0.27269134429137953","58519390","0.6292713975285957","2786673","0.029965685103094962"
"2016-05-08 - 2016-05-08","716495","0.007554302688819137","5699818","0.0600955351302936","26021458","0.27435497824324556","59635689","0.6287636979494369","2772488","0.029231485988204787"
"2016-05-09 - 2016-05-09","743033","0.007710495879607874","5695187","0.05909928078173692","26700525","0.277072872935478","60490390","0.6277122319612632","2737300","0.02840511844191393"
"2016-05-10 - 2016-05-10","1157860","0.007739214887109","8539525","0.057078765143315675","39956093","0.2670692396112757","96012904","0.6417567719684308","3943109","0.026356008389868794"
"2016-05-11 - 2016-05-11","1166422","0.0075438082360792845","8951515","0.05789372335431539","41138376","0.26606152806422234","99340244","0.6424808095709149","4023227","0.026020130774468034"
"2016-05-12 - 2016-05-12","1158605","0.00748249611402381","8993050","0.05807886352831364","41040031","0.26504449098434474","99591611","0.6431819665001196","4058748","0.026212182873198295"
"2016-05-13 - 2016-05-13","1087045","0.007726509270943972","8259892","0.05870974257275085","37473703","0.2663559591793357","90034885","0.6399508517686705","3834787","0.027256937208299036"
"2016-05-14 - 2016-05-14","774521","0.0074566140563617125","6203117","0.05971981316898612","28381525","0.27323994863403495","65617695","0.6317269988587213","2893477","0.027856625281895933"
"2016-05-15 - 2016-05-15","866575","0.007124792298214425","7253144","0.05963378185274231","33121530","0.2723180588513147","77188132","0.6346241333839061","3198726","0.0262992336138225"
"2016-05-16 - 2016-05-16","1230775","0.007564071097714297","9432020","0.057967110052660475","43165837","0.2652876927629716","104632494","0.6430481800062274","4252178","0.02613294608042622"
"2016-05-17 - 2016-05-17","1158080","0.007413149510508921","9045095","0.05789983556555392","41367910","0.26480597347961893","100606597","0.6440071025356783","4042019","0.025873938908639954"
"2016-05-18 - 2016-05-18","1132706","0.007371382646700085","8916075","0.058023706532565784","40569791","0.264018600905839","99098511","0.6449096626125557","3945541","0.025676647302339442"
"2016-05-19 - 2016-05-19","1087783","0.007263262679205346","8738554","0.058348414287059634","39603972","0.2644406575354583","96435517","0.6439119673464033","3899238","0.026035698151873392"
"2016-05-20 - 2016-05-20","1015505","0.007381389647954004","8026464","0.05834186762179949","36352114","0.2642321977349632","88523224","0.6434477518447604","3659091","0.02659679315052281"
"2016-05-21 - 2016-05-21","715788","0.007093728223497214","6018029","0.059640930229515894","27289267","0.2704468970092418","64123363","0.6354866383603204","2757898","0.02733180617742477"
"2016-05-22 - 2016-05-22","769404","0.006874069751736229","6659874","0.059501170274361165","30303195","0.2707371889546513","71235429","0.6364371744114325","2960552","0.026450396607818772"
"2016-05-23 - 2016-05-23","1128506","0.0072913291645070885","9041162","0.05841536347315233","41008595","0.2649584182263626","99545417","0.6431675171998374","4050021","0.026167371936140493"
"2016-05-24 - 2016-05-24","1059949","0.007016159860753503","8845781","0.058553207361123974","39934779","0.2643417687717635","97343778","0.644351292276987","3888240","0.025737571729372077"
"2016-05-25 - 2016-05-25","1001883","0.006943661862893486","8493729","0.0588667360670382","38367263","0.26590859499233377","92766368","0.642927658859111","3658169","0.025353348218623534"
"2016-05-26 - 2016-05-26","1019017","0.007198371169290687","8321413","0.05878274790995707","38073641","0.26895351077001056","90506258","0.6393393223347448","3641835","0.025726047815996935"
"2016-05-27 - 2016-05-27","944648","0.007291136045299505","7669400","0.059195212169845295","35008058","0.27020489490237176","82550067","0.6371513717761421","3388981","0.026157385106341368"
"2016-05-28 - 2016-05-28","628451","0.006792596048582014","5580918","0.060321204921720606","25954300","0.2805263666120543","57891793","0.6257219168672306","2464540","0.026637915550412547"
"2016-05-29 - 2016-05-29","694188","0.006554747872816771","6328569","0.05975639767717701","29592602","0.27942293011491603","66549066","0.6283778296390068","2741708","0.025888094696083372"
"2016-05-30 - 2016-05-30","1072039","0.007110202187957777","8748366","0.05802275017443901","40741871","0.2702167927899018","96284664","0.6385993687166039","3927816","0.026050886131097437"
"2016-05-31 - 2016-05-31","1029973","0.006981355043467497","8599178","0.0582868819862023","39715065","0.2691963472240432","94327002","0.6393665573251616","3860743","0.02616885842112544"
"2016-06-01 - 2016-06-01","1034889","0.0073234936301947405","8219053","0.05816293563051977","38251580","0.2706910620123361","90005347","0.6369316761874629","3799966","0.026890832539486445"
"2016-06-02 - 2016-06-02","1043339","0.007450297029589849","8117070","0.05796254382321841","37912872","0.27072903212169785","89244411","0.6372783631981509","3722228","0.026579763827342947"
"2016-06-03 - 2016-06-03","961919","0.0075135772282883765","7511493","0.058672489840878014","34757974","0.27149554374935875","81369993","0.6355833770523137","3422726","0.026735012129161143"
"2016-06-04 - 2016-06-04","693859","0.007461219474669002","5506237","0.05920978575840772","25917082","0.27869212180715885","58300357","0.6269166488127347","2577853","0.027720224147029744"
"2016-06-05 - 2016-06-05","766308","0.007254472421231907","6169131","0.05840183151222069","29105451","0.27553502193245616","66731707","0.6317346655042465","2859895","0.027074008629844687"
"2016-06-06 - 2016-06-06","1140695","0.007486881311184907","8747889","0.05741623016355819","40760070","0.26752620667714727","97627858","0.6407744274422293","4082655","0.026796254405880283"
"2016-06-07 - 2016-06-07","1117955","0.007443743244015073","8667224","0.05770946960688516","39969690","0.26613245604955194","96404922","0.6418983651643403","4027415","0.02681596593520756"
"2016-06-08 - 2016-06-08","1080700","0.0074325053617269755","8441048","0.0580532381961643","39096718","0.26888735649202145","92819664","0.6383664757598745","3963716","0.027260424190212827"
"2016-06-09 - 2016-06-09","1081913","0.007560813412988784","8286644","0.05791017309512228","38623805","0.2699176208296446","91192663","0.6372884969277253","3909764","0.027322895734519025"
"2016-06-10 - 2016-06-10","964322","0.007641101067131529","7448199","0.05901808869558921","34429076","0.27280934103334","79891076","0.6330414385214544","3469296","0.027490030682484835"
"2016-06-11 - 2016-06-11","690397","0.007524860294377869","5449582","0.059396757536252814","25501254","0.27794641877274207","57490260","0.6266049458318332","2617320","0.028527017564793998"
"2016-06-12 - 2016-06-12","704532","0.007469775659904825","5589051","0.05925771593308284","26192237","0.2777022682022372","59149303","0.6271283970774009","2682569","0.028441843127374238"
"2016-06-13 - 2016-06-13","777856","0.007278965985870016","6230064","0.05829925326254897","29890405","0.279706322634111","67034393","0.6272897124023509","2930812","0.027425745715119087"
"2016-06-14 - 2016-06-14","1086812","0.007636557771478054","8191788","0.05756015052621857","38656109","0.2716197553938057","90562954","0.6363467004198606","3819338","0.026836835888637084"
"2016-06-15 - 2016-06-15","1032768","0.007460334305135553","8024573","0.057966549346963235","37949422","0.27413259784062427","87769594","0.6340151060703078","3658190","0.026425412436969217"
"2016-06-16 - 2016-06-16","1021331","0.007632739250022616","7738069","0.05782911022546388","36499403","0.27277192788674115","84958662","0.6349237554493156","3591770","0.026842467188456762"
"2016-06-17 - 2016-06-17","912500","0.0076127692227678815","6968955","0.058140324535730786","33166867","0.276703237603546","75645193","0.6310897502693001","3170883","0.026453918368655224"
"2016-06-18 - 2016-06-18","638832","0.007562573938717595","5014988","0.05936806163714634","24041031","0.2846007627991425","52577581","0.6224200475734049","2200395","0.026048554051588683"
"2016-06-19 - 2016-06-19","705926","0.007468439362081869","5579816","0.059032416212994286","26487659","0.2802297621634592","59332017","0.6277110790571683","2415802","0.025558303204296348"
"2016-06-20 - 2016-06-20","1032400","0.00759943431766005","7800275","0.057417355213275616","37263272","0.2742927044024611","86293822","0.6352036345494457","3462448","0.025486871517157502"
"2016-06-21 - 2016-06-21","1010979","0.007657909429258547","7563185","0.05728920751739333","36190498","0.27413384044946787","83832135","0.6350071535525224","3420826","0.025911889051357936"
"2016-06-22 - 2016-06-22","996504","0.007635540451574701","7458491","0.05714940405478135","35624378","0.2729656672539075","83052991","0.6363792542777245","3376276","0.02587013396201202"
"2016-06-23 - 2016-06-23","985003","0.007721683951936718","7366149","0.05774507744735265","34829206","0.2730348242887565","81085972","0.6356531388428157","3296907","0.025845275469138496"
"2016-06-24 - 2016-06-24","909285","0.007728184466111671","6892743","0.05858272090873593","32340940","0.27487174002369946","74470819","0.6329415162181427","3044507","0.025875838383310232"
"2016-06-25 - 2016-06-25","634730","0.0077065815333026665","4978967","0.06045218460939829","23133198","0.2808719873222223","51456760","0.6247628383400616","2158414","0.026206408195015116"
"2016-06-26 - 2016-06-26","661486","0.007468306725727941","5300366","0.059842172089235","24681579","0.27865986951694444","55643498","0.6282260098572445","2285491","0.025803641810848113"
"2016-06-27 - 2016-06-27","1027137","0.00759891277391222","7787082","0.057609994461597556","36718758","0.27165085008951245","86173259","0.6375226270543717","3462706","0.0256176156206061"
"2016-06-28 - 2016-06-28","1032056","0.007617074091348237","7793997","0.057523479943671546","36736735","0.2711349310204349","86458934","0.6381088876349609","3470724","0.025615627309584478"
"2016-06-29 - 2016-06-29","1004520","0.0076514863590387075","7565745","0.05762871288124209","35742142","0.2722499422170036","83595102","0.6367486786081407","3376787","0.025721179934574963"
"2016-06-30 - 2016-06-30","967109","0.007629359433078313","7383999","0.05825112001283292","34450046","0.2717705898922271","80722901","0.636809321606765","3237439","0.02553960905509681"
"2016-07-01 - 2016-07-01","880800","0.007706065398755857","6678732","0.05843181831603486","31462480","0.2752633157209902","72350851","0.6329931760463676","2926712","0.025605624517851443"
"2016-07-02 - 2016-07-02","612752","0.0076205012466427765","4868788","0.06055076935471348","22549577","0.28043821911600014","50282496","0.6253391640538268","2094746","0.026051346228816833"
"2016-07-03 - 2016-07-03","655573","0.007626253428000177","5158991","0.060014327616866564","23868256","0.2776584287949409","54061291","0.6288927484976732","2218545","0.02580824166251913"
"2016-07-04 - 2016-07-04","997688","0.007665686604107242","7456218","0.05728948372627845","35382278","0.2718579901606498","82958674","0.6374088853191576","3354997","0.02577795418980682"
"2016-07-05 - 2016-07-05","980575","0.0076476110004244265","7317110","0.05706693616226763","34390319","0.26821383565000656","82189901","0.6410079708450599","3341875","0.026063646342241422"
"2016-07-06 - 2016-07-06","969760","0.007625683613173705","7257182","0.05706666995464772","34332527","0.2699729711915771","81267593","0.6390456940090024","3343176","0.026288981231599173"
"2016-07-07 - 2016-07-07","960288","0.007640992576304595","7172004","0.05706749362818952","33957931","0.2702025836807954","80270889","0.6387138722366313","3314707","0.026375057878079155"
"2016-07-08 - 2016-07-08","888052","0.007656113452957239","6691823","0.057691842476689056","31500893","0.27157690166506754","73836590","0.6365632981171012","3075176","0.02651184428818496"
"2016-07-09 - 2016-07-09","623986","0.007638670348441481","4865531","0.05956253406185849","22493499","0.2753594212754743","51431316","0.6296084663927138","2273445","0.02783090792151193"
